DataName,Stage,DateTime,ColumnName,Type,Min,Max,RowCount,MissingCount,NotMissingCount,ErrorCount,EmptyCount,Mean,ValueCount
BENEFIT,2,2019-04-14 15:13:00.307161,ACCOUNTADDR,FieldType.STRING,,total figures at 22/02/2016 �763.65,1283.0,0.0,1283.0,0.0,172.0,,5
BENEFIT,2,2019-04-14 15:13:00.307161,ACCOUNTCODE,FieldType.STRING,,<null>,1283.0,0.0,1283.0,0.0,175.0,,2
BENEFIT,2,2019-04-14 15:13:00.307161,AINADDR,FieldType.STRING,,SEE NOTES RE TRANSFER OF AVC'S TO UNISON,1283.0,0.0,1283.0,0.0,370.0,,6
BENEFIT,2,2019-04-14 15:13:00.307161,AINVNAME,FieldType.STRING,,Z9994,1283.0,0.0,1283.0,0.0,1.0,,72
BENEFIT,2,2019-04-14 15:13:00.307161,APCODE,FieldType.STRING,,<null>,1283.0,0.0,1283.0,0.0,375.0,,2
BENEFIT,2,2019-04-14 15:13:00.307161,ATYPE,FieldType.STRING,,Retained Pension Ben,1283.0,0.0,1283.0,0.0,1.0,,4
BENEFIT,2,2019-04-14 15:13:00.307161,AVCACC,FieldType.STRING,,<null>,1283.0,0.0,1283.0,0.0,1.0,,2
BENEFIT,2,2019-04-14 15:13:00.307161,AVCANN,FieldType.STRING,,<null>,1283.0,0.0,1283.0,0.0,1.0,,82
BENEFIT,2,2019-04-14 15:13:00.307161,AVCCOMP,FieldType.STRING,,Y,1283.0,0.0,1283.0,0.0,1.0,,4
BENEFIT,2,2019-04-14 15:13:00.307161,AVCEDCUR,FieldType.STRING,,<null>,1283.0,0.0,1283.0,0.0,1.0,,240
BENEFIT,2,2019-04-14 15:13:00.307161,AVCID,FieldType.STRING,,2590,1283.0,0.0,1283.0,0.0,1.0,,
BENEFIT,2,2019-04-14 15:13:00.307161,AVCPAYFREQ,FieldType.STRING,,[ New ],1283.0,0.0,1283.0,0.0,1.0,,6
BENEFIT,2,2019-04-14 15:13:00.307161,AVCPAYTYPE,FieldType.STRING,,Single - Fund,1283.0,0.0,1283.0,0.0,1.0,,6
BENEFIT,2,2019-04-14 15:13:00.307161,AVCPREND,FieldType.STRING,,<null>,1283.0,0.0,1283.0,0.0,1.0,,20
BENEFIT,2,2019-04-14 15:13:00.307161,AVCSTAT,FieldType.STRING,,AVC Lapsed,1283.0,0.0,1283.0,0.0,1.0,,4
